L 1970, 2745, 2, 1990, 2778, 2, 100, 50, 0
L 2025, 2758, 2, 1989, 2779, 2, 100, 50, 0
L 2015, 2740, 2, 2025, 2758, 2, 100, 50, 0
L 2015, 2742, 2, 2016, 2742, 2, 100, 50, 0
L 2014, 2741, 2, 2015, 2742, 2, 100, 50, 0
L 2015, 2740, 2, 2014, 2741, 2, 100, 50, 0
L 2005, 2724, 3, 2015, 2740, 2, 100, 50, 0
L 2004, 2725, 3, 2006, 2724, 3, 100, 50, 0
L 2003, 2723, 3, 2004, 2725, 3, 100, 50, 0
L 1986, 2734, 2, 2004, 2724, 3, 100, 50, 0
L 1989, 2734, 2, 1988, 2733, 2, 100, 50, 0
L 1987, 2735, 2, 1989, 2734, 2, 100, 50, 0
L 1986, 2734, 2, 1987, 2735, 2, 100, 50, 0
L 1971, 2744, 2, 1986, 2734, 2, 100, 50, 0
L 1971, 2745, 2, 1970, 2743, 2, 100, 50, 0
L 1969, 2746, 2, 1971, 2745, 2, 100, 50, 0
L 2027, 2758, 2, 2005, 2721, 2, 100, 50, 0
L 2009, 2769, 2, 2027, 2758, 2, 100, 50, 0
L 2010, 2770, 2, 2009, 2769, 2, 100, 50, 0
L 2008, 2771, 2, 2010, 2770, 2, 100, 50, 0
L 2007, 2770, 2, 2008, 2771, 2, 100, 50, 0
L 1992, 2779, 2, 2009, 2769, 2, 100, 50, 0
L 1992, 2780, 2, 1991, 2778, 2, 100, 50, 0
L 1990, 2781, 2, 1992, 2780, 2, 100, 50, 0
L 1979, 2762, 2, 1990, 2781, 2, 100, 50, 0
L 1979, 2764, 2, 1980, 2763, 2, 100, 50, 0
L 1978, 2762, 2, 1979, 2764, 2, 100, 50, 0
L 1979, 2762, 2, 1978, 2762, 2, 100, 50, 0
L 1979, 2762, 2, 1969, 2746, 2, 100, 50, 0
L 1969, 2746, 2, 1968, 2746, 2, 100, 50, 0
L 1967, 2745, 2, 1968, 2746, 2, 100, 50, 0
L 1970, 2743, 2, 1967, 2745, 2, 100, 50, 0
L 2005, 2721, 3, 1969, 2743, 2, 100, 50, 0
L 2174, 2650, 4, 2178, 2648, 4, 100, 50, 0
L 2185, 2662, 4, 2182, 2664, 4, 100, 50, 0
L 2106, 2703, 4, 2103, 2705, 4, 100, 50, 0
L 2096, 2691, 4, 2099, 2689, 4, 100, 50, 0
L 2187, 2675, 4, 2112, 2713, 4, 100, 50, 0
L 2169, 2640, 4, 2187, 2675, 4, 100, 50, 0
L 2094, 2679, 4, 2169, 2640, 4, 100, 50, 0
L 2112, 2713, 4, 2094, 2679, 4, 100, 50, 0
L 2089, 2677, 4, 2109, 2717, 3, 100, 50, 0
L 2192, 2675, 4, 2109, 2717, 3, 100, 50, 0
L 2171, 2635, 4, 2192, 2675, 3, 100, 50, 0
L 2089, 2677, 4, 2171, 2635, 4, 100, 50, 0
L 1996, 2638, 4, 2000, 2685, 3, 100, 50, 0
L 2003, 2638, 4, 2003, 2634, 4, 100, 50, 0
L 2003, 2638, 4, 1996, 2638, 4, 100, 50, 0
L 2012, 2633, 4, 2003, 2634, 4, 100, 50, 0
L 2012, 2637, 4, 2012, 2633, 4, 100, 50, 0
L 2019, 2637, 4, 2012, 2637, 4, 100, 50, 0
L 2022, 2683, 3, 2019, 2637, 4, 100, 50, 0
L 2000, 2685, 3, 2022, 2683, 3, 100, 50, 0
L 1998, 2641, 4, 2017, 2639, 4, 100, 50, 0
L 2001, 2683, 4, 1998, 2641, 4, 100, 50, 0
L 2020, 2681, 4, 2001, 2683, 4, 100, 50, 0
L 2017, 2639, 4, 2020, 2681, 4, 100, 50, 0
L 2543, -1341, 7, 2540, -1294, 7, 100, 50, 0
L 2490, -1343, 7, 2543, -1341, 7, 100, 50, 0
L 2487, -1296, 7, 2490, -1343, 7, 100, 50, 0
L 2540, -1294, 7, 2487, -1296, 7, 100, 50, 0
L 2544, -1313, -1, 2552, -1312, -1, 100, 50, 0
L 2545, -1322, -1, 2552, -1322, -1, 100, 50, 0
L 2550, -1312, 1, 2550, -1322, 1, 100, 50, 0
L 2548, -1312, 2, 2549, -1322, 2, 100, 50, 0
L 2547, -1312, 4, 2547, -1322, 4, 100, 50, 0
L 2546, -1313, 5, 2546, -1322, 5, 100, 50, 0
L 2552, -1312, -1, 2552, -1322, -1, 100, 50, 0
L 2546, -1343, -1, 2543, -1291, -1, 100, 50, 0
L 2487, -1346, -0, 2546, -1343, -1, 100, 50, 0
L 2485, -1294, -0, 2487, -1346, -0, 100, 50, 0
L 2495, -1294, -0, 2495, -1291, -0, 100, 50, 0
L 2495, -1294, -0, 2485, -1294, -0, 100, 50, 0
L 2507, -1293, -1, 2507, -1290, -1, 100, 50, 0
L 2507, -1290, -1, 2495, -1291, -0, 100, 50, 0
L 2543, -1291, -1, 2507, -1293, -1, 100, 50, 0
L 2663, -1244, 5, 2670, -1191, 5, 100, 50, 0
L 2616, -1237, 5, 2663, -1244, 5, 100, 50, 0
L 2623, -1185, 5, 2616, -1237, 5, 100, 50, 0
L 2670, -1191, 5, 2623, -1185, 5, 100, 50, 0
L 2633, -1248, -2, 2642, -1250, -2, 100, 50, 0
L 2633, -1247, -0, 2643, -1248, -0, 100, 50, 0
L 2633, -1245, 1, 2643, -1247, 1, 100, 50, 0
L 2634, -1244, 3, 2643, -1245, 3, 100, 50, 0
L 2633, -1250, -3, 2642, -1251, -3, 100, 50, 0
L 2633, -1250, -3, 2634, -1243, -3, 100, 50, 0
L 2643, -1244, -3, 2642, -1251, -3, 100, 50, 0
L 2613, -1240, -3, 2665, -1247, -3, 100, 50, 0
L 2621, -1182, -3, 2613, -1240, -3, 100, 50, 0
L 2672, -1189, -4, 2621, -1182, -3, 100, 50, 0
L 2671, -1199, -4, 2672, -1189, -4, 100, 50, 0
L 2674, -1199, -4, 2671, -1199, -4, 100, 50, 0
L 2672, -1211, -4, 2674, -1199, -4, 100, 50, 0
L 2669, -1211, -4, 2672, -1211, -4, 100, 50, 0
L 2665, -1247, -4, 2669, -1211, -4, 100, 50, 0
L 2768, -1298, 7, 2716, -1290, 7, 100, 50, 0
L 2761, -1345, 7, 2768, -1298, 7, 100, 50, 0
