L 2129.1724, 752.1233, 151.5020,  2131.3992, 751.7119, 151.2394,  64, 64, 64
L 2121.2698, 762.7397, 151.4438,  2129.1724, 752.1233, 151.5020,  64, 64, 64
L 2123.2434, 776.7330, 152.5771,  2121.2698, 762.7397, 151.4438,  64, 64, 64
L 2134.2195, 783.8935, 153.2418,  2123.2434, 776.7330, 152.5771,  64, 64, 64
L 2147.3035, 781.7404, 153.5880,  2134.2195, 783.8935, 153.2418,  64, 64, 64
L 2154.8501, 771.1339, 153.2329,  2147.3035, 781.7404, 153.5880,  64, 64, 64
L 2153.9490, 758.9583, 153.8360,  2154.8501, 771.1339, 153.2329,  64, 64, 64
L 2142.9197, 750.6775, 152.2187,  2153.9490, 758.9583, 153.8360,  64, 64, 64
L 2141.3965, 750.7993, 152.8930,  2142.9197, 750.6775, 152.2187,  64, 64, 64
L 948.8740, 393.1664, 97.4077,  951.3058, 399.9669, 96.3298,  64, 64, 64
L 963.1982, 385.9422, 98.1968,  948.8740, 393.1664, 97.4919,  64, 64, 64
L 966.4453, 392.8065, 97.8941,  963.1982, 385.9422, 98.2138,  64, 64, 64
L 951.3058, 399.9669, 97.2599,  966.4453, 392.8065, 97.7980,  64, 64, 64
L 1031.2185, 1130.8375, -333.7490,  1011.6284, 1040.8372, -335.6591,  64, 64, 64
L 1031.2185, 1161.3090, -333.7490,  1031.2185, 1130.8375, -333.7490,  64, 64, 64
L 1001.2187, 1161.3101, -333.7490,  1031.2185, 1161.3090, -333.7490,  64, 64, 64
L 1020.4687, 1183.7621, -333.7490,  1001.2187, 1183.8073, -333.7490,  150, 0, 200
L 1001.2187, 1210.2813, -333.7490,  1001.2187, 1161.3101, -333.7490,  64, 64, 64
L 1020.4686, 1180.2795, -333.7490,  1020.4687, 1191.3180, -333.7490,  64, 64, 64
L 1050.4685, 1180.2813, -333.7490,  1020.4686, 1180.2795, -333.7490,  64, 64, 64
L 1050.6332, 1129.7820, -333.7271,  1050.4685, 1180.2813, -333.7490,  64, 64, 64
L 1060.9633, 1040.3994, -332.8263,  1050.6332, 1129.7820, -333.7271,  64, 64, 64
L 636.2187, 2033.9690, 90.6260,  616.9687, 2033.4218, 90.6260,  150, 0, 200
L 661.4998, 1690.5060, 73.6263,  711.4290, 1690.6403, 72.5799,  64, 64, 64
L 662.9873, 1766.5160, 90.5027,  661.4998, 1690.5060, 73.6263,  64, 64, 64
L 661.5842, 1791.9500, 90.7822,  662.9873, 1766.5160, 90.5027,  64, 64, 64
L 675.6748, 1820.9055, 90.7822,  661.5842, 1791.9500, 90.7822,  64, 64, 64
L 673.8420, 1831.2572, 90.7822,  675.6748, 1820.9055, 90.7822,  64, 64, 64
L 679.5593, 1856.4238, 90.7822,  673.8420, 1831.2572, 90.7822,  64, 64, 64
L 689.4758, 1900.4399, 90.7822,  679.5593, 1856.4238, 90.7822,  64, 64, 64
L 686.8837, 1934.5140, 90.7206,  689.4758, 1900.4399, 90.7822,  64, 64, 64
L 686.9684, 1994.8749, 90.6283,  686.8837, 1934.5140, 90.7206,  64, 64, 64
L 616.9687, 1994.8749, 90.6260,  686.9684, 1994.8749, 90.6260,  64, 64, 64
L 616.9687, 2074.1250, 90.6260,  616.9687, 1994.8749, 90.6260,  64, 64, 64
L 636.2184, 2014.1250, 90.6260,  636.2362, 2054.8750, 90.6260,  64, 64, 64
L 636.7342, 2014.1250, 90.6260,  636.2187, 2014.5935, 90.6260,  64, 64, 64
L 706.2182, 2014.1250, 90.6260,  636.2184, 2014.1250, 90.6260,  64, 64, 64
L 706.1251, 1934.8981, 90.7193,  706.2182, 2014.1250, 90.6260,  64, 64, 64
L 717.9529, 1901.3043, 90.7793,  706.1251, 1934.8981, 90.7193,  64, 64, 64
L 708.8728, 1852.8152, 90.7822,  717.9529, 1901.3043, 90.7793,  64, 64, 64
L 703.3100, 1836.6802, 90.7822,  708.8728, 1852.8152, 90.7822,  64, 64, 64
L 709.5906, 1820.6265, 90.7822,  703.3100, 1836.6802, 90.7822,  64, 64, 64
L 710.9310, 1774.5164, 90.7822,  709.5906, 1820.6265, 90.7822,  64, 64, 64
L 711.4290, 1690.6403, 72.5627,  710.9310, 1774.5164, 90.7822,  64, 64, 64
L -202.9416, 1306.4940, 116.7450,  -204.8529, 1308.4894, 116.9074,  64, 64, 64
L -201.4209, 1293.6385, 116.6157,  -202.9416, 1306.4940, 116.7450,  64, 64, 64
L -211.1780, 1282.8396, 116.7703,  -201.4209, 1293.6385, 116.6157,  64, 64, 64
L -223.1698, 1281.8722, 117.7210,  -211.1780, 1282.8396, 116.7703,  64, 64, 64
L -232.6656, 1290.5078, 119.2622,  -223.1698, 1281.8722, 117.7210,  64, 64, 64
L -233.9939, 1303.2672, 118.6770,  -232.6656, 1290.5078, 119.2622,  64, 64, 64
L -226.1270, 1313.1917, 117.8333,  -233.9939, 1303.2672, 118.6770,  64, 64, 64
L -226.1052, 1313.2384, 117.8294,  -226.1270, 1313.1917, 117.8333,  64, 64, 64
L -212.9822, 1314.4539, 117.5985,  -226.1052, 1313.2384, 117.8294,  64, 64, 64
L -103.5045, -401.6220, 73.4930,  -99.8012, -402.2923, 73.2828,  64, 64, 64
L -99.3701, -383.5140, 71.6500,  -103.5045, -401.6220, 73.4930,  64, 64, 64
L -82.3230, -388.1797, 72.7107,  -99.3701, -383.5140, 71.6500,  64, 64, 64
L -86.4245, -405.5337, 73.6700,  -82.3230, -388.1797, 72.7107,  64, 64, 64
L -89.7725, -404.7047, 72.6354,  -86.4245, -405.5337, 73.6700,  64, 64, 64
L -577.8869, -1166.1144, 352.9240,  -602.7528, -1201.6404, 392.1336,  64, 64, 64
L -573.6580, -1127.4240, 282.7669,  -577.8869, -1166.1144, 352.9240,  64, 64, 64
L -573.2089, -1109.3594, 251.7605,  -573.6580, -1127.4240, 282.7669,  64, 64, 64
L -572.7756, -1088.7367, 236.4690,  -573.2089, -1109.3594, 251.7605,  64, 64, 64
L -582.1163, -1057.6626, 202.6716,  -572.7756, -1088.7367, 236.4690,  64, 64, 64
L -584.7993, -1039.8969, 184.1878,  -582.1163, -1057.6626, 202.6716,  64, 64, 64
L -589.6711, -1015.7131, 156.5337,  -584.7993, -1039.8969, 184.1878,  64, 64, 64
L -597.7128, -1012.4519, 150.5895,  -589.6711, -1015.7131, 156.5337,  64, 64, 64
L -635.9140, -1009.5298, 120.3349,  -597.7128, -1012.4519, 150.5895,  64, 64, 64
L -664.2061, -990.4995, 119.7543,  -635.9140, -1009.5298, 120.3349,  64, 64, 64
L -670.8884, -956.7280, 107.3691,  -664.2061, -990.4995, 119.7543,  64, 64, 64
L -673.1512, -919.9080, 166.1576,  -670.8884, -956.7280, 107.3691,  64, 64, 64
L -673.1273, -901.3001, 186.3190,  -673.1512, -919.9080, 166.1576,  64, 64, 64
L -654.3852, -861.3144, 180.7921,  -673.1273, -901.3001, 186.3190,  64, 64, 64
L -644.4737, -816.3224, 120.1049,  -654.3852, -861.3144, 180.7921,  64, 64, 64
L -621.2903, -789.5010, 146.5739,  -644.4737, -816.3224, 120.1049,  64, 64, 64
L -587.8002, -760.7686, 186.2600,  -621.2903, -789.5010, 146.5739,  64, 64, 64
L -587.5936, -731.9003, 193.6108,  -587.8002, -760.7686, 186.2600,  64, 64, 64
L -584.8012, -707.2400, 197.9499,  -587.5936, -731.9003, 193.6108,  64, 64, 64
L -568.3903, -661.8822, 186.3880,  -584.8012, -707.2400, 197.9499,  64, 64, 64
L -506.9916, -560.4179, 227.9532,  -568.3903, -661.8822, 186.3880,  64, 64, 64
L -511.6931, -513.4221, 238.6066,  -506.9916, -560.4179, 227.9532,  64, 64, 64
L -524.2754, -499.9791, 234.9127,  -511.6931, -513.4221, 238.6066,  64, 64, 64
L -539.3411, -490.7791, 215.2770,  -524.2754, -499.9791, 234.9127,  64, 64, 64
L -553.4991, -478.2463, 202.8000,  -539.3411, -490.7791, 215.2770,  64, 64, 64
L -580.5402, -454.5817, 175.8970,  -553.4991, -478.2463, 202.8000,  64, 64, 64
L -602.2970, -422.2801, 149.7600,  -580.5402, -454.5817, 175.8970,  64, 64, 64
L -622.3895, -395.3496, 124.8910,  -602.2970, -422.2801, 149.7600,  64, 64, 64
L -638.7743, -384.9977, 100.5982,  -622.3895, -395.3496, 124.8910,  64, 64, 64
L -672.3699, -351.6331, 89.1445,  -638.7743, -384.9977, 100.5982,  64, 64, 64
L -672.3174, -313.3403, 168.2411,  -672.3699, -351.6331, 89.1445,  64, 64, 64
L -651.7483, -266.5319, 185.7839,  -672.3174, -313.3403, 168.2411,  64, 64, 64
L -661.7487, -208.1393, 169.3968,  -651.7483, -266.5319, 185.7839,  64, 64, 64
L -646.3043, -186.1107, 193.1520,  -661.7487, -208.1393, 169.3968,  64, 64, 64
L -586.7910, -116.9602, 303.4594,  -646.3043, -186.1107, 193.1520,  64, 64, 64
L -584.9724, -107.1133, 312.1818,  -586.7910, -116.9602, 303.4594,  64, 64, 64
L -593.9102, -74.1795, 255.1340,  -584.9724, -107.1133, 312.1818,  64, 64, 64
L -613.2631, -38.8678, 219.3734,  -593.9102, -74.1795, 255.1340,  64, 64, 64
L -635.8148, -7.6859, 112.7010,  -613.2631, -38.8678, 219.3734,  64, 64, 64
L -635.4500, 30.4921, 151.7708,  -635.8148, -7.6859, 112.7010,  64, 64, 64
L -634.7133, 47.7880, 165.5146,  -635.4500, 30.4921, 151.7708,  64, 64, 64
L -638.1548, 90.5580, 194.1007,  -634.7133, 47.7880, 165.5146,  64, 64, 64
L -641.8121, 129.6230, 140.3956,  -638.1548, 90.5580, 194.1007,  64, 64, 64
L -671.7079, 140.1442, 108.1756,  -641.8121, 129.6230, 140.3956,  64, 64, 64
L -671.7011, 144.7795, 109.6842,  -671.7079, 140.1442, 108.1756,  64, 64, 64
L -671.6412, 192.2239, 170.2196,  -671.7011, 144.7795, 109.6842,  64, 64, 64
L -657.4346, 238.9466, 223.2651,  -671.6412, 192.2239, 170.2196,  64, 64, 64
L -642.1300, 333.1336, 183.8769,  -657.4346, 238.9466, 223.2651,  64, 64, 64
L -637.9717, 389.7762, 192.3180,  -642.1300, 333.1336, 183.8769,  64, 64, 64
L -642.3020, 435.8342, 188.9632,  -637.9717, 389.7762, 192.3180,  64, 64, 64
L -639.3786, 491.2361, 166.4050,  -642.3020, 435.8342, 188.9632,  64, 64, 64
L -632.6023, 533.4329, 177.4584,  -639.3786, 491.2361, 166.4050,  64, 64, 64
L -634.4512, 542.7602, 176.5784,  -632.6023, 533.4329, 177.4584,  64, 64, 64
L -671.1097, 587.1586, 92.3388,  -634.4512, 542.7602, 176.5784,  64, 64, 64
L -671.1500, 655.6240, 207.4643,  -671.1097, 587.1586, 92.3388,  64, 64, 64
L -670.9714, 686.8310, 255.7976,  -671.1500, 655.6240, 207.4643,  64, 64, 64
L -657.7395, 738.6526, 214.5740,  -670.9714, 686.8310, 255.7976,  64, 64, 64
L -645.4447, 768.4736, 233.3924,  -657.7395, 738.6526, 214.5740,  64, 64, 64
L -621.5085, 831.7219, 257.2081,  -645.4447, 768.4736, 233.3924,  64, 64, 64
L -619.6588, 858.3459, 235.8551,  -621.5085, 831.7219, 257.2081,  64, 64, 64
L -621.7599, 881.1029, 219.4007,  -619.6588, 858.3459, 235.8551,  64, 64, 64
L -638.9497, 930.7839, 172.7530,  -621.7599, 881.1029, 219.4007,  64, 64, 64
L -668.7785, 997.1214, 173.5514,  -638.9497, 930.7839, 172.7530,  64, 64, 64
L -660.3559, 1041.3922, 210.1708,  -668.7785, 997.1214, 173.5514,  64, 64, 64
L -652.3189, 1070.4681, 219.6174,  -660.3559, 1041.3922, 210.1708,  64, 64, 64
L -652.4030, 1087.4113, 226.1485,  -652.3189, 1070.4681, 219.6174,  64, 64, 64
L -660.3963, 1119.3267, 215.7178,  -652.4030, 1087.4113, 226.1485,  64, 64, 64
L -670.1105, 1141.1569, 135.6954,  -660.3963, 1119.3267, 215.7178,  64, 64, 64
L -670.2785, 1190.5605, 135.1439,  -670.1105, 1141.1569, 135.6954,  64, 64, 64
L -657.9880, 1238.1005, 237.4248,  -670.2785, 1190.5605, 135.1439,  64, 64, 64
L -638.5711, 1289.5969, 232.5963,  -657.9880, 1238.1005, 237.4248,  64, 64, 64
L -638.2050, 1298.7681, 213.6987,  -638.5711, 1289.5969, 232.5963,  64, 64, 64
L -670.7060, 1340.2039, 159.9000,  -638.2050, 1298.7681, 213.6987,  64, 64, 64
L -670.4930, 1356.9935, 168.9961,  -670.7060, 1340.2039, 159.9000,  64, 64, 64
L -669.9842, 1404.3079, 176.1704,  -670.4930, 1356.9935, 168.9961,  64, 64, 64
L -669.9257, 1446.4025, 170.6265,  -669.9842, 1404.3079, 176.1704,  64, 64, 64
L -669.8676, 1489.5601, 251.6279,  -669.9257, 1446.4025, 170.6265,  64, 64, 64
L -669.8469, 1504.5620, 242.3569,  -669.8676, 1489.5601, 251.6279,  64, 64, 64
L -669.7993, 1538.4701, 263.7391,  -669.8469, 1504.5620, 242.3569,  64, 64, 64
L -669.7730, 1557.9639, 234.7683,  -669.7993, 1538.4701, 263.7391,  64, 64, 64
L -669.7043, 1607.4773, 220.3658,  -669.7730, 1557.9639, 234.7683,  64, 64, 64
L -669.6588, 1640.3385, 163.3665,  -669.7043, 1607.4773, 220.3658,  64, 64, 64
L -669.5217, 1740.5140, 302.6111,  -669.6588, 1640.3385, 163.3665,  64, 64, 64
L -669.4687, 1780.8750, 345.1498,  -669.5217, 1740.5140, 302.6111,  64, 64, 64
L -645.9347, 1780.8741, 346.5158,  -669.4687, 1780.8750, 345.1498,  64, 64, 64
L -590.2568, 1780.8743, 326.9909,  -645.9347, 1780.8741, 346.5158,  64, 64, 64
L -540.9868, 1765.8893, 312.8850,  -590.2568, 1780.8743, 326.9909,  64, 64, 64
L -491.6489, 1741.3773, 299.2144,  -540.9868, 1765.8893, 312.8850,  64, 64, 64
L -483.3566, 1740.4258, 290.3149,  -491.6489, 1741.3773, 299.2144,  64, 64, 64
L -446.3385, 1750.1830, 245.2463,  -483.3566, 1740.4258, 290.3149,  64, 64, 64
L -403.5794, 1754.9561, 208.3676,  -446.3385, 1750.1830, 245.2463,  64, 64, 64
L -374.4094, 1753.6130, 194.8295,  -403.5794, 1754.9561, 208.3676,  64, 64, 64
L -366.2830, 1745.7600, 199.9681,  -374.4094, 1753.6130, 194.8295,  64, 64, 64
L -340.9676, 1717.8521, 209.7145,  -366.2830, 1745.7600, 199.9681,  64, 64, 64
L -326.2882, 1706.8706, 210.8879,  -340.9676, 1717.8521, 209.7145,  64, 64, 64
L -290.8830, 1684.1569, 233.7797,  -326.2882, 1706.8706, 210.8879,  64, 64, 64
L -274.4689, 1678.8353, 233.7353,  -290.8830, 1684.1569, 233.7797,  64, 64, 64
L -237.8331, 1673.6501, 236.2292,  -274.4689, 1678.8353, 233.7353,  64, 64, 64
L -191.1735, 1697.4810, 188.2940,  -237.8331, 1673.6501, 236.2292,  64, 64, 64
L -168.3530, 1736.8459, 164.5092,  -191.1735, 1697.4810, 188.2940,  64, 64, 64
L -145.9302, 1770.7758, 118.3870,  -168.3530, 1736.8459, 164.5092,  64, 64, 64
L -112.4690, 1780.8733, 135.4119,  -145.9302, 1770.7758, 118.3870,  64, 64, 64
L -57.2920, 1780.8734, 242.2010,  -112.4690, 1780.8733, 135.4119,  64, 64, 64
L -42.8605, 1779.5703, 275.9868,  -57.2920, 1780.8734, 242.2010,  64, 64, 64
L -20.8700, 1768.1248, 259.6480,  -42.8605, 1779.5703, 275.9868,  64, 64, 64
