L -1205.5525, 948.3699, 246.3620,  -1207.2880, 985.7464, 246.3480,  240, 240, 240
L -1207.2880, 985.7464, 246.3480,  -1180.1343, 1001.7758, 246.3370,  240, 240, 240
L -1180.1343, 1001.7758, 246.3370,  -1162.6190, 973.5421, 246.3220,  240, 240, 240
L -1162.6190, 973.5421, 246.3220,  -1172.7670, 948.4121, 247.5358,  240, 240, 240
P 809.0000, -322.0000, 0.0000,  127, 64, 0,  2,  Sunken_ship
P -1022.0000, -388.0000, 0.0000,  127, 64, 0,  2,  Sunken_ship
P 1579.0000, 1056.0000, 304.2903,  127, 64, 0,  3,  Dragon_Circle
P -500.0000, -1587.5612, 0.0000,  1, 1, 1,  2,  500
P -1000.0000, -1587.5612, 0.0000,  1, 1, 1,  2,  1000
P -1500.0000, -1587.5612, 0.0000,  1, 1, 1,  2,  1500
P -2000.0000, -1587.5612, 0.0000,  1, 1, 1,  2,  2000
P 500.0000, -1587.5612, 0.0000,  1, 1, 1,  2,  -500
P 1000.0000, -1587.5612, 0.0000,  1, 1, 1,  2,  -1000
P 1500.0000, -1587.5612, 0.0000,  1, 1, 1,  2,  -1500
P -2004.3269, -510.0000, 0.0000,  1, 1, 1,  2,  500
P -2004.3269, -1010.0000, 0.0000,  1, 1, 1,  2,  1000
P -2004.3269, -1510.0000, 0.0000,  1, 1, 1,  2,  1500
P -2004.3269, 490.0000, 0.0000,  1, 1, 1,  2,  -500
P -2004.3269, 990.0000, 0.0000,  1, 1, 1,  2,  -1000
P -2004.3269, 1490.0000, 0.0000,  1, 1, 1,  2,  -1500
P -1060.8778, -267.3956, -45.8832,  0, 0, 127,  2,  Yoppa_Greenthumb(Shm_1.5)
P -1184.1730, 962.1585, 244.4681,  127, 0, 0,  2,  Cedrick(Mnk_Pre-Q)
P 494.9907, 837.4904, 76.2145,  0, 0, 127,  2,  High_Priest_Margle(Ma1.5)
P -171.9457, -515.9931, -22.7081,  127, 0, 0,  2,  Tiknonmanin(Mag1.5)
P -895.0000, 939.0000, 316.5017,  0, 0, 0,  1,  succor
