P -168.2207, -747.3012, 174.9394,  0, 127, 0,  3,  C
P -176.7275, -986.1824, 117.1269,  0, 240, 240,  2,  D
P -168.9853, -758.3501, 175.9550,  0, 240, 240,  3,  D
P 84.1895, -609.2151, 215.6440,  0, 0, 127,  3,  F
P 320.0000, -725.0000, 10.1571,  127, 0, 0,  3,  F
P 398.0000, -1295.0000, 46.1280,  255, 0, 255,  3,  G
P 442.0000, -175.0000, 0.0000,  0, 0, 127,  3,  G
P 419.5425, -301.3263, 0.1582,  0, 0, 127,  3,  F
P -621.4420, -663.7148, 20.1582,  0, 127, 0,  3,  B
P -234.4432, -477.3666, 1.1581,  0, 0, 0,  2,  B
P -163.7971, -476.5982, 1.1581,  127, 64, 0,  3,  A
P 400.8100, -532.7644, 23.1572,  0, 25, 125,  3,  H
P -10.0000, -65.0000, 303.3410,  255, 0, 255,  3,  H
P -198.1749, -268.7552, -6.5461,  240, 0, 0,  3,  ?#%!
P -200.7706, -393.5090, -5.8417,  240, 0, 0,  3,  ?#%!
P -656.1893, -71.4900, 28.1582,  0, 0, 0,  3,  A
P 154.0000, -168.0000, 215.6540,  0, 127, 127,  3,  E
P -671.2406, -749.1829, 73.6657,  127, 64, 0,  3,  B
P -664.5330, -1161.5006, 81.6585,  0, 127, 127,  2,  C
P -305.1143, -1015.5610, 176.6411,  240, 0, 0,  1,  Trap
P -282.3951, -1169.6910, 175.9550,  240, 0, 0,  1,  Trap
P -338.2223, -804.9518, 175.9550,  240, 0, 0,  1,  Trap
P -62.8327, -1036.7571, 175.9550,  240, 0, 0,  1,  Trap
P -169.1745, -888.8528, 175.9550,  240, 0, 0,  1,  Trap
P -174.9345, -1167.6620, 190.9550,  127, 0, 0,  3,  E
P -874.6817, -569.6844, 20.1582,  240, 240, 0,  3,  S
P 20.3337, -1167.4150, 184.4706,  0, 0, 0,  1,  Mnk_Pre-Q(I_am_ready_to_be_tested)
P 262.8222, -1133.3396, -9.4534,  0, 0, 0,  1,  a_statue
P 356.2837, -1128.1167, 1.5424,  0, 0, 0,  1,  Vial_of_Boiling_Acid(GS)
P -20.4917, -439.4703, 353.3935,  127, 0, 0,  2,  Advisor_Svartmane(Ench1.5)
P 354.2527, -909.5576, 1.5142,  0, 0, 127,  2,  lucid_spirit_of_Abrams
P 32.3648, -373.2411, 216.4978,  127, 0, 0,  2,  Dark_Huntress(Rogue_Epic)
