P 513.9870, -778.5433, 69.9706,  0, 0, 0,  3,  hand
P 112.6261, -617.1138, 69.9706,  0, 0, 0,  3,  bug
P 1190.7618, -700.9588, 69.9706,  0, 0, 127,  3,  Piestro
P 847.6930, -804.6085, 69.9706,  0, 0, 0,  3,  hand
P 846.8153, -771.2780, 69.9706,  0, 0, 0,  3,  bug
P 1030.2593, -875.7042, 69.9706,  0, 0, 0,  3,  bug
P 1132.1497, -784.8221, 69.9706,  0, 0, 0,  3,  bug
P 1132.7410, -776.7860, 69.9706,  0, 0, 0,  3,  hand
P 1158.7571, -561.3591, 69.9706,  0, 0, 0,  3,  bug
P 1192.6818, -260.7024, 69.9706,  0, 0, 0,  3,  hand
P 1062.1409, -382.4530, 69.9706,  0, 0, 0,  3,  hand
P 1135.6115, -237.3095, 69.9706,  0, 0, 0,  3,  bug
P 801.3185, -20.9147, 69.9706,  0, 0, 0,  3,  hand
P 838.3991, -820.5999, 126.5758,  0, 0, 240,  2,  Leea_Brumplefoot
P 1081.2396, -820.2324, 126.5829,  0, 0, 240,  2,  Ronal_Brumplefoot
P 928.8940, -519.2151, 116.6084,  0, 0, 240,  2,  Jaxoa_Hrussin(R)
